msg id;forward chat id;forward msg id
0;;
1;;None
2;;None
3;;None
4;;None
5;;None
6;;None
7;-1001577081296;9482
8;-1001577081296;9483
9;-1001577081296;9385
10;-1001577081296;9319
11;-1001577081296;9535
12;-1001577081296;9536
13;-1001577081296;9537
14;-1001577081296;9538
15;-1001577081296;9539
16;-1001577081296;9540
17;-1001577081296;9635
18;-1001577081296;9636
19;-1001577081296;9670
20;-1001577081296;9671
21;-1001577081296;9852
22;-1001577081296;9853
23;-1001577081296;9912
24;-1001577081296;9920
25;-1001577081296;10323
26;-1001577081296;10441
27;-1001577081296;10442
28;-1001577081296;10443
29;-1001577081296;10444
30;-1001577081296;10445
31;-1001577081296;10446
32;-1001577081296;10447
33;-1001577081296;10448
34;-1001577081296;10449
35;-1001577081296;10644
36;-1001577081296;10699
37;-1001577081296;10715
38;-1001577081296;10874
39;-1001577081296;10988
40;-1001577081296;11296
41;-1001577081296;11298
42;-1001577081296;11300
43;-1001577081296;11303
44;-1001577081296;11306
45;-1001577081296;11313
46;-1001577081296;11314
47;-1001577081296;11315
48;-1001577081296;11316
49;-1001577081296;11317
50;-1001577081296;11318
51;-1001577081296;11319
52;-1001577081296;11320
53;-1001577081296;11321
54;-1001577081296;11322
55;-1001577081296;11323
56;-1001577081296;11326
57;-1001577081296;11327
58;-1001577081296;11328
59;-1001577081296;11329
60;-1001577081296;11330
61;-1001577081296;11331
62;-1001577081296;11332
63;-1001577081296;11333
64;-1001577081296;11334
65;-1001577081296;11335
66;-1001577081296;11391
67;-1001577081296;11405
68;-1001577081296;11409
69;;None
70;-1001577081296;11439
71;-1001577081296;11448
72;-1001577081296;11449
73;-1001577081296;11452
74;-1001577081296;11469
75;-1001577081296;11470
76;-1001577081296;11471
77;-1001577081296;11472
78;;None
79;-1001577081296;11474
80;-1001577081296;11475
81;-1001577081296;11476
82;-1001577081296;11477
83;-1001577081296;11478
84;-1001577081296;11501
85;-1001577081296;11505
86;-1001577081296;11506
87;-1001577081296;11520
88;-1001577081296;11527
89;-1001577081296;11532
90;-1001577081296;11535
91;;None
92;;None
93;;None
94;;None
95;;None
96;;None
97;-1001577081296;11552
98;;None
99;-1001577081296;11553
100;-1001577081296;11554
101;-1001577081296;11556
102;-1001577081296;11569
103;-1001577081296;11571
104;-1001577081296;11613
105;-1001577081296;11630
106;-1001577081296;11638
107;-1001577081296;11639
108;-1001577081296;11640
109;-1001577081296;11679
110;-1001577081296;11684
111;-1001577081296;11690
112;-1001577081296;11705
113;-1001577081296;11706
114;-1001700175873;2695
115;-1001700175873;2696
116;-1001700175873;2697
117;-1001791139928;2430
118;-1001404933730;9548
119;-1001577081296;11718
120;-1001577081296;11721
121;-1001239942225;7352
122;-1001239942225;7356
123;-1001239942225;7357
124;-1001239942225;7359
125;-1001239942225;7360
126;-1001239942225;7361
127;-1001577081296;11752
128;-1001239942225;7362
129;-1001700175873;2716
130;-1001577081296;11755
131;-1001239942225;7363
132;-1001577081296;11759
133;-1001577081296;11760
134;-1001577081296;11761
135;-1001577081296;11762
136;-1001700175873;2720
137;-1001577081296;11763
138;-1001239942225;7373
139;-1001239942225;7374
140;-1001239942225;7375
141;-1001577081296;11766
142;-1001700175873;2724
143;-1001577081296;11771
144;-1001577081296;11772
145;-1001577081296;11774
146;-1001577081296;11775
147;-1001577081296;11776
148;-1001577081296;11777
149;-1001577081296;11778
150;-1001577081296;11779
151;-1001577081296;11781
152;-1001577081296;11782
153;-1001577081296;11784
154;-1001577081296;11785
155;-1001577081296;11786
156;-1001239942225;7381
157;-1001239942225;7383
158;-1001239942225;7384
159;-1001239942225;7386
160;-1001239942225;7388
161;-1001239942225;7402
162;-1001404933730;9593
163;-1001577081296;11794
164;-1001577081296;11797
165;-1001438011906;312
166;-1001577081296;11799
167;-1001577081296;11805
168;-1001404933730;9600
169;-1001239942225;7416
170;-1001239942225;7422
171;-1001239942225;7424
172;-1001239942225;7425
173;-1001239942225;7426
174;-1001239942225;7429
175;-1001700175873;2733
176;-1001700175873;2734
177;-1001577081296;11827
178;-1001577081296;11828
179;-1001239942225;7439
180;-1001700175873;2737
181;-1001577081296;11836
182;-1001577081296;11842
183;-1001239942225;7448
184;-1001239942225;7449
185;-1001239942225;7450
186;-1001239942225;7454
187;-1001577081296;11844
188;-1001239942225;7456
189;-1001700175873;2740
190;-1001700175873;2741
191;-1001239942225;7457
192;-1001577081296;11850
193;-1001577081296;11852
194;-1001577081296;11855
195;-1001577081296;11856
196;-1001577081296;11859
197;-1001239942225;7476
198;-1001239942225;7478
199;-1001438011906;314
200;-1001239942225;7481
201;-1001577081296;11879
202;-1001577081296;11885
203;-1001577081296;11888
204;-1001404933730;9654
205;-1001577081296;11890
206;-1001577081296;12170
207;-1001239942225;7668
208;-1001948902824;3587
209;-1001948902824;3592
210;-1001577081296;12199
211;-1001948902824;3677
212;-1001948902824;3672
213;-1001948902824;3657
214;-1001948902824;3651
215;-1001948902824;3652
216;-1001948902824;3653
217;-1001948902824;3654
218;-1001948902824;3639
219;-1001948902824;3620
220;-1001948902824;3621
221;-1001948902824;3622
222;-1001948902824;3623
223;-1001948902824;3624
224;-1001948902824;3625
225;-1001948902824;3616
226;-1001948902824;3613
227;-1001577081296;12217
228;-1001561684764;2107
229;-1001561684764;None
230;-1001561684764;None
231;-1001561684764;None
232;-1001561684764;None
233;-1001948902824;3694
234;-1001948902824;3695
235;-1001948902824;3696
236;-1001948902824;3697
237;-1001948902824;3698
238;-1001948902824;3701
239;-1001239942225;7690
240;-1001239942225;7692
241;-1001577081296;12226
242;-1001561684764;2121
243;-1001948902824;3752
244;-1001948902824;3753
245;-1001948902824;3754
246;-1001948902824;3755
247;-1001948902824;3756
248;-1001948902824;3757
249;-1001948902824;3766
250;-1001577081296;12246
251;;None
252;;None
253;;None
254;-1001948902824;3840
255;-1001948902824;3842
256;-1001948902824;3843
257;-1001948902824;3845
258;-1001948902824;3859
259;-1001948902824;3880
260;-1001948902824;3881
261;-1001948902824;3882
262;-1001948902824;3883
263;-1001948902824;3884
264;-1001948902824;3885
265;-1001948902824;3929
266;-1001948902824;3932
267;-1001948902824;3933
268;-1001577081296;12297
269;-1001438011906;322
270;-1001404933730;9832
271;-1001404933730;9833
272;-1001561684764;2226
273;-1001700175873;2833
274;;None
275;-1001577081296;12316
276;-1001577081296;12326
277;-1001566118959;2243
278;-1001566118959;2244
279;-1001941580876;99
280;-1001577081296;12395
281;-1001438011906;324
282;-1001700175873;2854
283;-1001577081296;12405
284;-1001577081296;12404
285;-1001948902824;7
286;;None
287;;None
288;;None
289;;None
290;;None
291;;None
292;;None
293;;None
294;;None
295;;None
296;-1001161896791;3159
297;-1001428411119;16501
298;-1001161896791;3168
299;-1001780918521;16790
300;-1001439873580;21591
301;-1001282441320;10269
302;-1001220646916;23600
303;-1001971674197;86
304;-1001194579353;9945
305;-1001561684764;2544
306;-1001561684764;2636
307;-1001428411119;16597
308;-1001780918521;17018
309;-1001577081296;12630
310;-1001428411119;16627
311;-1001220646916;23852
312;-1001093204435;74447
313;-1001366151868;7443
314;-1001478267129;4102
315;-1001194579353;10009
316;-1001478267129;4082
317;-1001877105563;1654
318;-1001478267129;4057
319;-1001504686897;858
320;-1001504686897;859
321;-1001093204435;74510
322;-1001577081296;12738
323;-1001672102155;5554
324;-1001672102155;5555
325;-1001672102155;5556
326;-1001672102155;5557
327;-1001672102155;5558
328;-1001672102155;5559
329;-1001672102155;5560
330;-1001404933730;10003
331;-1001877105563;1741
332;-1001438011906;333
333;-1001161896791;3207
334;-1001428411119;16802
335;-1001413289882;21268
336;-1001173825013;13439
337;-1001173825013;13440
338;-1001173825013;13441
339;-1001173825013;13442
340;-1001173825013;13443
341;-1001173825013;13444
342;-1001173825013;13445
343;-1001173825013;13446
344;-1001173825013;13447
345;-1001194579353;10117
346;-1001161896791;3216
347;-1001161896791;3213
348;-1001161896791;3225
349;-1001161896791;3211
350;-1001877105563;1839
351;-1001632800383;7951
352;-1001093204435;74655
353;-1001428411119;16797
354;-1001948902824;5730
355;-1001577081296;12963
356;-1001561684764;3265
357;-1001561684764;3266
358;-1001561684764;3271
359;-1001561684764;3272
360;-1001672102155;5954
361;-1001439873580;21654
362;-1001231495698;40002
363;-1001190143767;32991
364;-1001537541972;1183
365;-1001537541972;1193
366;-1001537541972;1194
367;-1001537541972;1195
368;-1001537541972;1196
369;-1001537541972;1143
370;;None
371;-1001537541972;1144
372;;None
373;;None
374;-1001537541972;1199
375;-1001537541972;1200
376;-1001413289882;21472
377;-1001877105563;1961
378;-1001428411119;16895
379;-1001780918521;17902
380;-1001780918521;17841
381;-1001780918521;17901
382;-1001857451372;3380
383;-1001093204435;74758
384;-1001973507460;10848
385;-1001731269381;5879
386;-1001161896791;3259
387;-1001366151868;7466
388;-1001404933730;10116
389;-1001404933730;10117
390;-1001413289882;21724
391;-1001413289882;21723
392;-1001877105563;2091
393;-1001877105563;2097
394;-1001577081296;13215
395;-1001577081296;13180
396;-1001577081296;13181
397;-1001557123971;476
398;-1001731269381;6064
399;-1001731269381;6079
400;-1001948902824;6381
401;-1001948902824;6380
402;-1001684538754;12017
403;-1001948902824;6352
404;-1001242268725;14782
405;-1001242268725;14780
406;;None
407;-1001428411119;17107
408;-1001428411119;17088
409;-1001428411119;17087
410;-1001371432337;445
411;-1001371432337;446
412;-1001371432337;447
413;-1001371432337;448
414;-1001371432337;449
415;-1001371432337;450
416;-1001371432337;451
417;-1001371432337;452
418;-1001371432337;453
419;-1001371432337;454
420;-1001371432337;456
421;-1001371432337;457
422;-1001371432337;458
423;-1001371432337;459
424;-1001371432337;460
425;-1001371432337;461
426;-1001371432337;462
427;-1001371432337;463
428;-1001371432337;464
429;-1001371432337;465
430;-1001093204435;74891
431;-1001093204435;74950
432;-1001577081296;13254
433;-1001577081296;13243
434;-1001577081296;13253
435;-1001577081296;13241
436;-1001577081296;13222
437;-1001577081296;13223
438;-1001435546047;5339
439;-1001366151868;7482
440;-1001435546047;5341
441;-1001366151868;7478
442;-1001438011906;337
443;-1001438011906;343
444;-1001438011906;335
445;-1001127141804;12898
446;-1001127141804;12904
447;-1001127141804;12897
448;-1001127141804;12893
449;-1001127141804;12892
450;-1001127141804;12894
451;-1001127141804;12891
452;-1001161896791;3286
453;-1001161896791;3292
454;-1001161896791;3288
455;-1001731269381;6243
456;-1001190143767;33249
457;-1001190143767;33255
458;-1001190143767;33273
459;-1001194579353;10567
460;-1001194579353;10573
461;-1001194579353;10574
462;-1001242268725;14827
463;-1001242268725;14833
464;-1001242268725;14855
465;-1001857451372;3677
466;-1001857451372;3670
467;-1001857451372;3644
468;-1001877105563;2214
469;-1001877105563;2199
470;-1001877105563;2200
471;-1001877105563;2201
472;-1001877105563;2202
473;-1001877105563;2203
474;-1001877105563;2204
475;-1002005655462;542
476;-1002005655462;543
477;-1001413289882;21930
478;-1001413289882;21955
479;-1001413289882;21966
480;-1001077885756;22088
481;-1001366151868;7488
482;-1001438011906;349
483;-1001566118959;2584
484;-1001566118959;2585
485;-1001780918521;18563
486;-1001780918521;18524
487;-1001194579353;10610
488;-1001948902824;6537
489;-1001948902824;6534
490;-1001173825013;14431
491;-1001173825013;14432
492;-1001173825013;14433
493;-1001173825013;14434
494;-1001173825013;14435
495;-1001173825013;14436
496;-1001173825013;14437
497;-1001173825013;14438
498;-1001173825013;14439
499;-1001173825013;14440
500;-1001173825013;14441
501;-1001173825013;14442
502;-1001428411119;17189
503;-1001428411119;17184
504;-1001440258777;1597
505;-1001971674197;284
506;-1001438011906;356
507;-1001435546047;5358
508;-1001577081296;13351
509;-1001577081296;13355
510;-1001413289882;21979
511;-1001413289882;21981
512;-1001428411119;17201
513;-1001428411119;17191
514;-1001366151868;7507
515;-1001242268725;14858
516;-1001242268725;14859
517;-1001780918521;18604
518;-1001857451372;3707
519;-1001857451372;3735
520;-1001877105563;2232
521;-1001877105563;2218
522;-1001439873580;21691
523;-1001439873580;21689
524;-1001439873580;21690
525;-1001161896791;3297
526;-1001161896791;3308
527;-1001366151868;7520
528;-1001401132739;1726
529;-1001440258777;1603
530;-1001220646916;24724
531;-1001404712688;74658
532;-1001731269381;6271
533;-1001194579353;10615
534;-1001439873580;21700
535;-1002019797258;127
536;-1001161896791;3352
537;-1001439873580;21706
538;-1001366151868;7524
539;-1001499188491;19726
540;-1001435546047;5364
541;-1001438011906;366
542;-1001282441320;10622
543;-1001971674197;296
544;-1002019797258;149
545;-1001731269381;6672
546;-1001161896791;3372
547;-1001971674197;318
548;-1001173825013;14599
549;-1001093204435;75036
550;-1001220646916;24862
551;-1001282441320;10770
552;-1001413289882;22030
553;-1001428411119;17222
554;-1001577081296;14190
555;-1001499188491;19764
556;-1001438011906;390
557;-1001440258777;1619
558;-1001366151868;7605
559;-1001413289882;22035
560;-1001428411119;17298
561;-1001577081296;14250
562;-1001877105563;2282
563;-1001948902824;6548
564;-1001413289882;22038
565;-1001190143767;33311
566;-1001404933730;10272
567;-1001404933730;10273
568;-1001404933730;10274
569;-1001948902824;6567
570;-1001413289882;22075
571;-1001239942225;8344
572;-1001239942225;8346
573;-1001404933730;10311
574;-1001948902824;6607
575;-1001231495698;40378
576;-1001239942225;8370
577;-1001780918521;18751
578;-1001499188491;19766
579;-1001499188491;19767
580;-1001499188491;19768
581;-1001499188491;19769
582;-1001499188491;19770
583;-1001231495698;40384
584;-1001413289882;22118
585;-1001262474113;12607
586;-1001499188491;19784
587;-1001194579353;10649
588;-1001413289882;22142
589;-1001220646916;24883
590;-1001220646916;24884
591;-1001499188491;19785
592;-1001194579353;10653
593;-1001577081296;14622
594;-1001577081296;14318
595;-1001413289882;22159
596;-1001499188491;19813
597;-1001194579353;10675
598;-1001401132739;1788
599;-1001818996377;10286
600;-1001818996377;10287
601;-1001818996377;10288
602;-1001818996377;10289
603;-1001818996377;10290
604;-1001818996377;10291
605;-1001413289882;22167
606;-1001093204435;75973
607;-1001672102155;5959
608;-1001818996377;10226
609;-1001818996377;10227
610;-1001818996377;10228
611;-1001818996377;10229
612;-1001818996377;10230
613;-1001818996377;10231
614;-1001194579353;10694
615;-1001948902824;6622
616;-1001051502736;38645
617;-1001818996377;10256
618;-1001818996377;10257
619;-1001818996377;10258
620;-1001818996377;10259
621;-1001818996377;10260
622;-1001242268725;15413
623;-1001194579353;10695
624;-1001577081296;14792
625;-1001577081296;14793
626;-1001577081296;14794
627;-1001577081296;14795
628;-1001577081296;14796
629;-1001577081296;14797
630;-1001577081296;14798
631;-1001577081296;14799
632;-1001577081296;14800
633;-1001818996377;10111
634;-1001818996377;10112
635;-1001818996377;10113
636;-1001818996377;10114
637;-1001242268725;15429
638;-1001194579353;10696
639;-1001404933730;10335
640;-1001818996377;10001
641;-1001818996377;10002
642;-1001818996377;10003
643;-1001818996377;10004
644;-1001818996377;10005
645;-1001818996377;10006
646;-1001242268725;15430
647;-1001194579353;10708
648;-1001404933730;10336
649;-1001818996377;9955
650;-1001818996377;9956
651;-1001818996377;9957
652;-1001818996377;9958
653;-1001818996377;9959
654;-1001818996377;9960
655;-1001161896791;3383
656;-1001194579353;10725
657;-1001404933730;10374
658;-1001404712688;74727
659;-1001161896791;3400
660;-1001127141804;12915
661;-1001780918521;18791
662;-1001404712688;74755
663;-1001161896791;3408
664;-1001127141804;12921
665;-1001780918521;18800
666;-1001909911150;2529
667;-1001161896791;3418
668;-1001077885756;24506
669;-1001780918521;18838
670;-1001909911150;2545
671;-1001161896791;3426
672;-1001242268725;15433
673;-1001051502736;38659
674;-1001948902824;6629
675;-1001909911150;2789
676;-1001672102155;8061
677;-1001780918521;18840
678;-1001909911150;2548
679;-1001161896791;3478
680;;None
681;-1001780918521;21255
682;-1001780918521;21256
